question,regulation,breadcrumb,multi_regulation
"Est‑il possible de partager les résultats d’un test d’IA réalisé dans le bac à sable avec des tiers, et quelles sont les limites de diffusion des données ?",AI Act,AI Act > Chapitre 6 > Article 59,False
Comment dois‑je documenter et publier le résumé du projet d’IA mené dans le bac à sable pour être conforme aux exigences des autorités compétentes ?,AI Act,AI Act > Chapitre 6 > Article 59,False
Qu’est‑ce qui constitue exactement une « donnée à caractère personnel » selon la réglementation ?,GDPR,GDPR > Chapitre 1 > Article 4,False
Comment différencier le rôle du « responsable du traitement » de celui du « sous‑traitant » dans le cadre d’un projet de collecte de données ?,GDPR,GDPR > Chapitre 1 > Article 4,False
La pseudonymisation permet‑elle de considérer les données comme anonymes aux yeux du RGPD ?,GDPR,GDPR > Chapitre 1 > Article 4,False
Quels types de données sont classés comme « données biométriques » et quelles exigences supplémentaires cela implique‑t‑il ?,GDPR,GDPR > Chapitre 1 > Article 4,False
Dans quelles situations le profilage de salariés est‑il considéré comme un traitement de données à caractère personnel ?,GDPR,GDPR > Chapitre 1 > Article 4,False
Quelle est la fréquence à laquelle l’autorité compétente doit transmettre les informations agrégées sur les sanctions administratives à l’AEMF et à l’ABE ?,MiCA,MiCA > Titre 7 > Article 115,False
"Si une sanction administrative est rendue publique, quelles sont les obligations de communication vis‑à‑vis de l’AEMF ?",MiCA,MiCA > Titre 7 > Article 115,False
Quels types de données doivent être fournis chaque année à l’AEMF lorsqu’il existe des sanctions pénales dans les États membres ?,MiCA,MiCA > Titre 7 > Article 115,False
Qui a accès à la base de données centrale gérée par l’AEMF contenant les sanctions et mesures administratives ?,MiCA,MiCA > Titre 7 > Article 115,False
Comment les autorités compétentes doivent‑elles informer l’ABE et l’AEMF des recours intentés contre des sanctions administratives non publiées et de leurs résultats ?,MiCA,MiCA > Titre 7 > Article 115,False
Quels sont les éléments d’information que je dois fournir aux participants avant de les inclure dans un essai en conditions réelles d'IA ?,AI Act,AI Act > Chapitre 6 > Article 61,False
Comment puis‑je garantir que le consentement éclairé des participants soit considéré comme « donné librement » selon les exigences légales ?,AI Act,AI Act > Chapitre 6 > Article 61,False
"Doit‑on remettre une copie du consentement signé aux participants ou à leur représentant légal, et si oui, quel format est recommandé ?",AI Act,AI Act > Chapitre 6 > Article 61,False
"À quel moment les participants peuvent‑ils se retirer d’un essai sans subir de préjudice, et comment doit‑on documenter ce retrait ?",AI Act,AI Act > Chapitre 6 > Article 61,False
Quelles mentions obligatoires doivent figurer dans le document de consentement concernant le numéro d’identification unique de l’essai et les coordonnées du fournisseur ?,AI Act,AI Act > Chapitre 6 > Article 61,False
Quels sont les documents à soumettre à l’autorité de surveillance du marché avant de lancer des essais en conditions réelles d’un système d’IA à haut risque ?,AI Act,AI Act > Chapitre 6 > Article 60,False
Combien de temps peut‑on prolonger la durée maximale de six mois d’un essai en conditions réelles et quelles sont les formalités à respecter pour obtenir cette prolongation ?,AI Act,AI Act > Chapitre 6 > Article 60,False
Dans quelles circonstances le consentement éclairé d’un participant peut‑il être retiré sans préjudice et quelles obligations le fournisseur a‑t‑il concernant la suppression des données personnelles ?,AI Act,AI Act > Chapitre 6 > Article 60,False
Quels contrôles et quelles qualifications les personnes chargées de superviser les essais en conditions réelles doivent‑elles posséder selon la réglementation ?,AI Act,AI Act > Chapitre 6 > Article 60,False
Que doit faire le fournisseur s’il constate un incident grave pendant les essais en conditions réelles et comment doit‑il en informer l’autorité nationale de surveillance du marché ?,AI Act,AI Act > Chapitre 6 > Article 60,False
Quels sont les délais et conditions pour exercer le droit de rétractation d’un achat de crypto‑actifs par un consommateur particulier ?,MiCA,MiCA > Titre 2 > Article 13,False
"Le remboursement doit‑il être effectué via le même moyen de paiement que l’achat initial, ou peut‑on convenir d’un autre mode ?",MiCA,MiCA > Titre 2 > Article 13,False
"Dans quels cas le droit de rétractation ne s’applique‑t‑il pas, par exemple lorsque le crypto‑actif est déjà listé sur une plateforme de négociation ?",MiCA,MiCA > Titre 2 > Article 13,False
Quels éléments doivent être mentionnés dans le livre blanc d’un émetteur de crypto‑actifs concernant le droit de rétractation ?,MiCA,MiCA > Titre 2 > Article 13,False
"Si un offreur fixe une période de souscription pour son crypto‑actif, le droit de rétractation peut‑il être exercé après la clôture de cette période ?",MiCA,MiCA > Titre 2 > Article 13,False
Le règlement MiCA impose-t-il l’obligation de signaler les infractions aux autorités compétentes ?,MiCA,MiCA > Titre 7 > Article 116,False
Quels sont les droits et protections accordés aux lanceurs d’alerte en cas de signalement d’une violation du règlement ?,MiCA,MiCA > Titre 7 > Article 116,False
Une entreprise doit‑elle suivre la procédure de signalement prévue par la directive 2019/1937 pour les infractions liées aux crypto‑actifs ?,MiCA,MiCA > Titre 7 > Article 116,False
"Quels mécanismes de protection (confidentialité, prévention des représailles, etc.) sont garantis aux personnes qui signalent des infractions au règlement ?",MiCA,MiCA > Titre 7 > Article 116,False
"En cas de non‑respect du dispositif de signalement, quelles sanctions ou mesures peuvent être prises contre l’entité concernée ?",MiCA,MiCA > Titre 7 > Article 116,False
Dans quelles conditions la Commission peut‑elle exercer le pouvoir d’adopter des actes délégués ?,GDPR,GDPR > Chapitre 10 > Article 92,False
Quelle est la durée de la délégation de pouvoir accordée à la Commission à compter du 24 mai 2016 ?,GDPR,GDPR > Chapitre 10 > Article 92,False
Qui peut révoquer la délégation de pouvoir et quels sont les effets de cette révocation sur les actes déjà adoptés ?,GDPR,GDPR > Chapitre 10 > Article 92,False
Quels sont les délais et les modalités de notification d’un acte délégué au Parlement européen et au Conseil ?,GDPR,GDPR > Chapitre 10 > Article 92,False
Combien de temps le Parlement européen et le Conseil disposent‑ils pour formuler des objections à un acte délégué avant qu’il n’entre en vigueur ?,GDPR,GDPR > Chapitre 10 > Article 92,False
Quel rôle joue le comité d’assistance de la Commission dans le cadre du RGPD ?,GDPR,GDPR > Chapitre 10 > Article 93,False
"Le comité d’assistance de la Commission doit-il respecter les dispositions du règlement (UE) n°182/2011, et si oui, lesquelles ?",GDPR,GDPR > Chapitre 10 > Article 93,False
Comment l’article 5 du règlement (UE) n°182/2011 s’applique‑t‑il aux références faites dans le présent paragraphe ?,GDPR,GDPR > Chapitre 10 > Article 93,False
Quelle est la relation entre l’article 8 et l’article 5 du règlement (UE) n°182/2011 lorsqu’ils sont mentionnés dans ce contexte ?,GDPR,GDPR > Chapitre 10 > Article 93,False
Dois‑je consulter le règlement (UE) n°182/2011 pour comprendre les obligations du comité d’assistance de la Commission ?,GDPR,GDPR > Chapitre 10 > Article 93,False
"Quels comportements sont exigés des offreurs de crypto‑actifs non‑jetons en matière d’honnêteté, de loyauté et de professionnalisme ?",MiCA,MiCA > Titre 2 > Article 14,False
Dans quelles circonstances un traitement préférentiel des détenteurs peut‑il être autorisé et comment doit‑il être justifié ?,MiCA,MiCA > Titre 2 > Article 14,False
Quels sont les délais et les modalités de restitution des fonds collectés si l’offre publique d’un crypto‑actif est annulée ?,MiCA,MiCA > Titre 2 > Article 14,False
Quelles obligations les offreurs ont‑ils concernant la détection et la communication des conflits d’intérêts ?,MiCA,MiCA > Titre 2 > Article 14,False
"Quels standards de sécurité doivent être respectés par les systèmes et protocoles d’accès des offreurs, et quand les orientations de l’AEMF seront‑elles publiées ?",MiCA,MiCA > Titre 2 > Article 14,False
Quels sont les pouvoirs que l’ABE peut exercer sur les émetteurs de jetons liés à des actifs d’importance significative ?,MiCA,MiCA > Titre 7 > Article 117,False
"Si mon entreprise émet à la fois des jetons d’importance significative et d’autres crypto‑actifs, quelle autorité de surveillance s’applique à chaque activité ?",MiCA,MiCA > Titre 7 > Article 117,False
Dans quel cas l’ABE doit‑elle procéder à une réévaluation prudentielle de l’émetteur d’un jeton ?,MiCA,MiCA > Titre 7 > Article 117,False
Quels articles de la réglementation l’ABE utilise‑t‑elle pour surveiller les établissements de monnaie électronique qui émettent des jetons d’importance significative ?,MiCA,MiCA > Titre 7 > Article 117,False
"Comment l’ABE collabore‑t‑elle avec les autorités nationales et européennes (BCE, autorités prudentielles, etc.) lors de la surveillance d’un émetteur de jetons importants ?",MiCA,MiCA > Titre 7 > Article 117,False
Qui est tenu responsable si le livre blanc d’un crypto‑actif comporte des informations trompeuses ou incomplètes ?,MiCA,MiCA > Titre 2 > Article 15,False
Une clause limitant la responsabilité civile dans le contrat d’émission d’un token est‑elle valable ?,MiCA,MiCA > Titre 2 > Article 15,False
Dans quel cas la personne qui demande l’admission à la négociation peut être mise en cause pour les informations fournies à la plateforme ?,MiCA,MiCA > Titre 2 > Article 15,False
Quels éléments le détenteur du crypto‑actif doit‑il prouver pour obtenir réparation en cas de perte liée à un livre blanc fautif ?,MiCA,MiCA > Titre 2 > Article 15,False
Les pertes liées à un résumé ou à une traduction du livre blanc peuvent‑elles être exclues de la responsabilité de l’offreur ?,MiCA,MiCA > Titre 2 > Article 15,False
Une microentreprise sans partenaires peut‑elle appliquer une version simplifiée du système de gestion de la qualité prévu par le règlement ?,AI Act,AI Act > Chapitre 6 > Article 63,False
Quelles sont les lignes directrices que la Commission publiera pour aider les microentreprises à se conformer de façon simplifiée ?,AI Act,AI Act > Chapitre 6 > Article 63,False
"Même avec la simplification, quelles obligations du règlement restent obligatoires pour les microentreprises ?",AI Act,AI Act > Chapitre 6 > Article 63,False
Une petite société qui a des entreprises liées doit‑elle suivre les exigences complètes du système de gestion de la qualité ?,AI Act,AI Act > Chapitre 6 > Article 63,False
